article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0387348030,387348,Thales printed tanktop,253,Vest top,Garment Upper body,1010001,All over pattern,82,Turquoise,3,Light,7,Turquoise,8394,Men Sport Bottoms,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,"Running vest top in printed, fast-drying functional fabric."
0387843035,387843,Richie Regular Hood,308,Hoodie,Garment Upper body,1010010,Melange,8,Dark Grey,4,Dark,12,Grey,5868,Basics,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Long-sleeved top in sweatshirt fabric with a lined, drawstring hood, kangaroo pocket at the front and ribbing at the cuffs and hem. Brushed inside."
0390531008,390531,Sian Headband,75,Hat/beanie,Accessories,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Headband in a soft knit containing some wool and mohair.
0391598061,391598,AZELIA IPHONE CASE,78,Other accessories,Accessories,1010001,All over pattern,60,Other Purple,5,Bright,6,Lilac Purple,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Smartphone case in plastic. Fits iPhone 6/6s/7.
0392126003,392126,Claesson Leather Weekend,66,Bag,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,7388,Bags & Items,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Leather weekend bag with two handles and a zip at the top, one handle with a detachable address tag. Detachable adjustable shoulder strap with a padded section. One zipped inner compartment, and studs on the base. Lined. Size approx. 22x27x48 cm."
0392168032,392168,Lilly Twill Shorts,274,Shorts,Garment Lower body,1010016,Solid,10,White,3,Light,9,White,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,Short shorts in stretch twill with a regular waist and sewn-in turn-ups at the hems.
0392220001,392220,Tie Mini Dot,82,Tie,Accessories,1010006,Dot,73,Dark Blue,4,Dark,2,Blue,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Narrow tie in satin with jacquard-weave spots. Width 5.5 cm.
0392938001,392938,TD Hugo slim fit Stretch PQ,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,8617,Shirt S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in a stretch premium cotton blend with a narrow turn-down collar, French front and long sleeves with adjustable buttoning at the cuffs. Shaping seams at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist to create a fitted silhouette."
0392938036,392938,TD Hugo Stretch,259,Shirt,Garment Upper body,1010006,Dot,73,Dark Blue,4,Dark,2,Blue,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Shirt in a stretch premium cotton blend with a narrow turn-down collar, French front and long sleeves with adjustable buttoning at the cuffs. Shaping seams at the back and a rounded hem. Slim fit with narrow shoulders and a tapered waist to create a fitted silhouette."
0396135058,396135,Glamping,274,Shorts,Garment Lower body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Short shorts in sweatshirt fabric with an elasticated, drawstring jersey waistband, side pockets and rounded hems."
0398074048,398074,Sara 3/4,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Top in soft organic cotton jersey with 3/4-length sleeves and gathers in the side seams for best fit.
0398559008,398559,Molly T-shirt,255,T-shirt,Garment Upper body,1010014,Placement print,6,Light Grey,1,Dusty Light,12,Grey,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Jersey top with a motif on the front, short sleeves and gathers in the sides for optimum fit."
0398829001,398829,Shelly Wide Shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Shorts in airy jersey with an elasticated waist, side pockets and wide legs."
0398863007,398863,Wave shorts,274,Shorts,Garment Lower body,1010017,Stripe,91,Light Green,1,Dusty Light,19,Green,5687,Shorts,F,Menswear,3,Menswear,20,Contemporary Smart,1025,Shorts,"Short shorts in woven fabric in a relaxed fit with an elasticated waist with a concealed drawstring, side pockets in the side seams, a welt back pocket and a zip and button at the front."
0399061017,399061,Jacket Slim,262,Jacket,Garment Upper body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1779,Everyday Waredrobe Denim,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"Fitted jacket in washed, stretch denim with buttons down the front, flap chest pockets with a button, and side pockets."
0399087029,399087,S.Skinny L.W Epic,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,4,Dark,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket, low-rise jeans in washed, superstretch denim with a zip fly and button, and super-skinny legs."
0399136054,399136,Skinny Shaping R.W,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Shaping. 5-pocket jeans in washed denim with technical stretch that holds in and shapes the tummy, thighs and seat while keeping the jeans in shape. Regular waist and skinny legs."
0399201011,399201,Shaping Skinny H.W,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
0399201020,399201,Shaping Skinny H.W,272,Trousers,Garment Lower body,1010023,Denim,8,Dark Grey,4,Dark,12,Grey,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeans in washed, stretch denim with a high waist, zip fly and button and skinny legs. Shaping – denim with a stretch function that holds in and shapes the waist, thighs and bum while keeping the jeans in shape."
0399223032,399223,Jeggings H.W,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Jeggings in washed, superstretch denim with a high waist, fake front pockets, real back pockets and skinny legs."
0399223033,399223,Jeggings H.W,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,1,Dusty Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Jeggings in washed, superstretch denim with a high waist, fake front pockets, real back pockets and skinny legs."
0399256013,399256,Skinny Ankle R.W Brooklyn,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1779,Everyday Waredrobe Denim,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"Ankle-length jeans in washed stretch denim with a regular waist, fake front pockets, real back pockets and skinny legs."
0399589015,399589,Pocketknit,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5884,Knitwear,F,Menswear,3,Menswear,55,Contemporary Street,1003,Knitwear,"Jumper in a soft slub cotton knit with a chest pocket and roll edges around the neckline, cuffs and hem."
0401044031,401044,Cora Dress,265,Dress,Garment Full body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short dress in a washed viscose weave with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem. Slightly longer at the back."
0401044034,401044,Cora Dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Short dress in a washed viscose weave with a round neck, short sleeves with sewn-in turn-ups, and a rounded hem. Slightly longer at the back."
0402065043,402065,TP OSCAR l/s tee SB,255,T-shirt,Garment Upper body,1010017,Stripe,22,Yellow,5,Bright,8,Yellow,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Long-sleeved top in organic cotton jersey with a ribbed neckline and a chest pocket.
0403392002,403392,TOMMY basic sweatpants BB,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Trousers in soft sweatshirt fabric made from an organic cotton blend with an elasticated drawstring waist, side pockets and ribbed hems. Soft brushed inside."
0404383012,404383,Butch hood,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8559,Men Sport Woven,S,Sport,26,Sport,22,Men H&M Sport,1005,Jersey Fancy,"Sports jacket in sturdy jersey with a mesh-lined hood, zip down the front and mesh panels at the back, sides and cuffs. Zipped pocket on one sleeve. Unlined. Size of sleeve pocket 12x16 cm."
0405636009,405636,JIMMY raglan tshirt BB,254,Top,Garment Upper body,1010005,Colour blocking,73,Dark Blue,5,Bright,2,Blue,8768,Young Boy Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Top in soft, organic cotton jersey with long raglan sleeves in a contrasting colour."
0406155004,406155,Pack Santa,82,Tie,Accessories,1010016,Solid,43,Dark Red,4,Dark,18,Red,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Pre-tied bow tie in satin with an adjustable strap with a fastener at the back, and a matching handkerchief. Width of tie 11.5 cm. Size of handkerchief 33x33 cm."
0407040001,407040,Daphne l/s,254,Top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,V-neck top in soft viscose jersey with long sleeves and a gently rounded hem.
0408569010,408569,Lurex 2p Sock,302,Socks,Socks & Tights,1010009,Glittering/Metallic,53,Dark Pink,4,Dark,18,Red,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Socks in a fine knit containing glittery threads.
0408647007,408647,Chenille 2p Lounge sock,302,Socks,Socks & Tights,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks in soft chenille yarn with elasticated tops.
0408649007,408649,Fun Chenille 2p Lounge sock,302,Socks,Socks & Tights,1010002,Application/3D,12,Light Beige,1,Dusty Light,11,Beige,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks in soft chenille with elasticated tops.
0408875020,408875,Goldie tank top,253,Vest top,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Cropped top in soft, ribbed jersey with a V-neck, straight cut at the back and narrow shoulder straps."
0410424012,410424,STINA fancy,286,Underwear bottom,Underwear,1010001,All over pattern,10,White,3,Light,9,White,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Jersey boxer briefs in a cotton blend with an elasticated waist and lined gusset.
0410549007,410549,Riga PJ,297,Pyjama set,Nightwear,1010001,All over pattern,8,Dark Grey,4,Dark,12,Grey,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Pyjamas in cotton jersey. Long-sleeved top with a motif. Bottoms with an elasticated waist and ribbed hems.
0411569002,411569,Tie Basic Solid Conscious,82,Tie,Accessories,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Narrow tie in a satin weave. Width 5 cm.
0411758038,411758,Jonas slim 5 pkt,272,Trousers,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,5-pocket trousers in stretch cotton twill with a regular waist and slim legs.
0412707029,412707,Julia,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,5-pocket jeans in washed superstretch denim with a regular waist and super-skinny legs.
0413763001,413763,Handrew Hunterglove,71,Gloves,Accessories,1010010,Melange,9,Black,4,Dark,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Mittens knitted in a wool blend with a front flap that can be fastened back with a button to reveal a pair of fingerless gloves.
0417427001,417427,Cool Vesper watch,85,Watch,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Metal watch with a narrow, adjustable imitation leather strap and metal buckle. Width of strap 1.2 cm, total length 22 cm. Diameter of watch 3.8 cm."
0420387004,420387,Harrison SP Andes,306,Bra,Underwear,1010020,Contrast,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra with lace-covered, underwired, thickly padded cups that maximise the bust for a fuller cleavage, narrow adjustable shoulder straps and a narrow fastener at the back with two pairs of hooks and eyes."
0421941007,421941,Specter l/s tee,255,T-shirt,Garment Upper body,1010005,Colour blocking,10,White,3,Light,9,White,8558,Men Sport Tops,S,Sport,26,Sport,22,Men H&M Sport,1007,Outdoor,Sports top in fast-drying functional fabric with long raglan sleeves and a rounded hem. Slightly longer at the back. Regular fit.
0423539002,423539,Pack Premium 2-Set,161,Giftbox,Accessories,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Hat and scarf set in soft rib-knit wool containing some cashmere. Hat with a turned-up hem. Size of scarf 27x170 cm.
0423900016,423900,Gullan 5-p ankle sock,302,Socks,Socks & Tights,1010013,Other pattern,51,Light Pink,3,Light,4,Pink,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Jacquard-knit socks in various colours and designs.
0425173001,425173,Eazy Anetti Cap,69,Cap/peaked,Accessories,1010002,Application/3D,7,Grey,1,Dusty Light,12,Grey,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Cap in marled fabric with imitation suede details and an adjustable plastic fastener at the back..
0425218024,425218,Hudson sarong,80,Scarf,Accessories,1010014,Placement print,12,Light Beige,1,Dusty Light,11,Beige,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Sarong in an airy, patterned weave. Size 130x150 cm."
0426013024,426013,Vintage Ankle H.W,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,1779,Everyday Waredrobe Denim,A,Ladieswear,1,Ladieswear,57,Ladies Denim,1016,Trousers Denim,"5-pocket ankle-length jeans in washed denim with worn details, a high waist, low crotch, button fly and straight legs."
0429313008,429313,Charlotte SP Andes,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up lace bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
0429313017,429313,Charlotte SP Andes,306,Bra,Underwear,1010020,Contrast,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up lace bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
0429313023,429313,Charlotte SP Andes,306,Bra,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Super push-up lace bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a narrow fastening at the back with two pairs of hooks and eyes."
0430694015,430694,Skinny RW shaping,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,"Shaping. 5-pocket jeans in washed denim with technical stretch that holds and shapes the tummy, thighs and seat, while keeping the jeans in shape. The jeans have a regular waist and skinny legs."
0433414041,433414,NT Maria 2-pack,255,T-shirt,Garment Upper body,1010010,Melange,43,Dark Red,4,Dark,18,Red,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Short-sleeved nursing tops in organic cotton jersey with a wrapover front and practical inner top for easier nursing access.
0438333016,438333,Zoe Sweater,252,Sweater,Garment Upper body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Long-sleeved top in soft jersey made from a viscose blend with a boat neck, dropped shoulders and short slits in the sides."
0442992005,442992,Maserati dress,265,Dress,Garment Full body,1010001,All over pattern,1,Other,6,Undefined,14,undefined,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,Sleeveless dress in a crêpe weave with decorative gathers at the top. Elasticated seam under the bust and an opening with a hook-and-eye fastener at the back of the neck. Lined.
